None,ticker,date,open,high,low,close,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume,MAVshort,MAVlong,RSI,Decision
1076,TSLA,2013-12-13,148.05,151.8,147.32,147.654,10591900.0,0.0,1.0,148.05,151.8,147.32,147.654,10591900.0,156.33509666666666,215.3097755,50.77002778693543,Hold
1077,TSLA,2013-12-12,139.7,148.24,138.53,147.47,10767800.0,0.0,1.0,139.7,148.24,138.53,147.47,10767800.0,155.30476333333334,214.8337255,47.393364928909946,Hold
1078,TSLA,2013-12-11,141.88,143.05,139.49,139.65,7137800.0,0.0,1.0,141.88,143.05,139.49,139.65,7137800.0,154.30576333333332,214.3056755,38.96981211737388,Hold
1079,TSLA,2013-12-10,140.05,145.87,139.86,142.19,10748200.0,0.0,1.0,140.05,145.87,139.86,142.19,10748200.0,153.22543000000002,213.78362550000003,41.691373711704074,Hold
1080,TSLA,2013-12-09,137.0,141.7,134.21,141.6,9061500.0,0.0,1.0,137.0,141.7,134.21,141.6,9061500.0,151.89543,213.25687550000004,38.74584717607973,Hold
1081,TSLA,2013-12-06,141.51,142.49,136.3,137.36,7909600.0,0.0,1.0,141.51,142.49,136.3,137.36,7909600.0,150.52209666666667,212.6829755,36.53093187157401,Hold
1082,TSLA,2013-12-05,140.15,143.35,139.5,140.48,9288400.0,0.0,1.0,140.15,143.35,139.5,140.48,9288400.0,149.31543,212.13332549999998,34.92573263749496,Hold
1083,TSLA,2013-12-04,144.32,144.43,137.13,138.95,13147700.0,0.0,1.0,144.32,144.43,137.13,138.95,13147700.0,148.28009666666668,211.57792550000002,36.81760473973761,Hold
1084,TSLA,2013-12-03,132.68,144.94,131.59,144.7,25682400.0,0.0,1.0,132.68,144.94,131.59,144.7,25682400.0,147.40443,211.0048255,51.27353266888147,Hold
1085,TSLA,2013-12-02,126.35,128.55,123.931,124.17,7751200.0,0.0,1.0,126.35,128.55,123.931,124.17,7751200.0,146.07243,210.3065755,35.41379837846105,Hold
1086,TSLA,2013-11-29,129.77,130.59,126.98,127.28,9716200.0,0.0,1.0,129.77,130.59,126.98,127.28,9716200.0,144.93943000000002,209.63607549999998,39.812007277137646,Hold
1087,TSLA,2013-11-27,121.6,126.95,119.52,126.94,12367600.0,0.0,1.0,121.6,126.95,119.52,126.94,12367600.0,144.52609666666666,208.9670755,32.181571815718144,Hold
1088,TSLA,2013-11-26,119.38,122.72,116.1,120.5,13885500.0,0.0,1.0,119.38,122.72,116.1,120.5,13885500.0,143.68543333333335,208.3002755,23.80327868852457,Hold
1089,TSLA,2013-11-25,124.5,125.84,120.3,120.84,10267300.0,0.0,1.0,124.5,125.84,120.3,120.84,10267300.0,142.79576666666668,207.50847550000003,26.152763111580413,Hold
1090,TSLA,2013-11-22,121.58,122.75,117.93,121.38,11096700.0,0.0,1.0,121.58,122.75,117.93,121.38,11096700.0,141.7991,206.71382549999998,26.982513929284764,Hold
1091,TSLA,2013-11-21,122.89,124.789,120.25,122.1,11903800.0,0.0,1.0,122.89,124.789,120.25,122.1,11903800.0,140.89043333333333,205.9188255,27.981253254643264,Hold
1092,TSLA,2013-11-20,126.08,127.45,119.06,121.11,13849600.0,0.0,1.0,126.08,127.45,119.06,121.11,13849600.0,140.02743333333333,205.1319755,31.74478141000391,Hold
1093,TSLA,2013-11-19,119.43,129.0,119.22,126.09,19816200.0,0.0,1.0,119.43,129.0,119.22,126.09,19816200.0,139.2451,204.35187550000003,34.87410747839158,Hold
1094,TSLA,2013-11-18,135.27,135.45,119.61,121.58,23138200.0,0.0,1.0,135.27,135.45,119.61,121.58,23138200.0,138.29443333333333,203.5728255,32.481624081204046,Hold
1095,TSLA,2013-11-15,136.85,137.95,134.35,135.45,9900200.0,0.0,1.0,136.85,137.95,134.35,135.45,9900200.0,137.79513333333335,202.81987550000002,48.56971693874493,Hold
1096,TSLA,2013-11-14,138.92,140.4,134.111,137.6,12203700.0,0.0,1.0,138.92,140.4,134.111,137.6,12203700.0,137.30046666666667,202.1019255,47.811550151975695,Hold
1097,TSLA,2013-11-13,140.84,142.37,136.3425,138.7,12658300.0,0.0,1.0,140.84,142.37,136.3425,138.7,12658300.0,136.88646666666668,201.37482549999996,49.808780786293404,Hold
1098,TSLA,2013-11-12,144.69,144.7,136.18,137.8,14985200.0,0.0,1.0,144.69,144.7,136.18,137.8,14985200.0,136.29646666666667,200.7153255,44.29940515532057,Hold
1099,TSLA,2013-11-11,141.0,145.42,137.1,144.698,13997600.0,0.0,1.0,141.0,145.42,137.1,144.698,13997600.0,136.07273333333333,200.11951549999998,71.89046237843374,Hold
1100,TSLA,2013-11-08,136.48,140.6,132.32,137.95,22477900.0,0.0,1.0,136.48,140.6,132.32,137.95,22477900.0,135.88606666666666,199.4930155,60.558920159917655,Hold
1101,TSLA,2013-11-07,144.19,145.65,137.62,139.772,22284700.0,0.0,1.0,144.19,145.65,137.62,139.772,22284700.0,135.77046666666666,198.8831755,62.33656360559914,Hold
1102,TSLA,2013-11-06,154.81,160.73,146.355,151.16,31071700.0,0.0,1.0,154.81,160.73,146.355,151.16,31071700.0,136.11846666666668,198.3262255,76.91551372989676,Hold
1103,TSLA,2013-11-05,180.0,181.43,171.3601,176.81,22467100.0,0.0,1.0,180.0,181.43,171.3601,176.81,22467100.0,137.07946666666666,197.9263755,84.01769868475434,Hold
1104,TSLA,2013-11-04,165.0,175.3899,164.22,175.2,13120400.0,0.0,1.0,165.0,175.3899,164.22,175.2,13120400.0,137.83746666666667,197.5306755,82.29096668906594,Hold
1105,TSLA,2013-11-01,163.0,165.9,160.41,162.17,7180600.0,0.0,1.0,163.0,165.9,160.41,162.17,7180600.0,138.3118,197.06297550000002,70.9470338540033,Hold
1106,TSLA,2013-10-31,155.67,162.44,153.3,159.94,9333800.0,0.0,1.0,155.67,162.44,153.3,159.94,9333800.0,138.72133333333335,196.57887549999998,70.03901492475693,Hold
1107,TSLA,2013-10-30,164.63,167.6799,158.17,159.22,8401800.0,0.0,1.0,164.63,167.6799,158.17,159.22,8401800.0,139.11299999999997,196.07527549999998,67.88374754388616,Hold
1108,TSLA,2013-10-29,162.76,165.4458,153.0,164.47,14111700.0,0.0,1.0,162.76,165.4458,153.0,164.47,14111700.0,139.94033333333334,195.58757549999999,72.96874665295718,Hold
1109,TSLA,2013-10-28,170.18,170.5,162.2,162.86,7841700.0,0.0,1.0,170.18,170.5,162.2,162.86,7841700.0,140.62933333333334,195.0949755,66.89764012526818,Hold
1110,TSLA,2013-10-25,174.21,174.5,166.8,169.66,7595500.0,0.0,1.0,174.21,174.5,166.8,169.66,7595500.0,141.56466666666668,194.6417255,68.69256961612015,Hold
1111,TSLA,2013-10-24,165.0,174.5,162.8255,173.15,10825700.0,0.0,1.0,165.0,174.5,162.8255,173.15,10825700.0,142.75766666666667,194.2076755,69.54144260658454,Hold
1112,TSLA,2013-10-23,168.91,171.81,160.15,164.5,13320400.0,0.0,1.0,168.91,171.81,160.15,164.5,13320400.0,143.55833333333334,193.7335755,63.92133144239592,Hold
1113,TSLA,2013-10-22,170.5,177.78,166.11,171.54,11386700.0,0.0,1.0,170.5,177.78,166.11,171.54,11386700.0,144.64466666666667,193.35062549999998,63.97467669047668,Hold
1114,TSLA,2013-10-21,183.28,183.39,171.0,172.6,11532100.0,0.0,1.0,183.28,183.39,171.0,172.6,11532100.0,145.5746666666667,192.9516755,69.17542888765911,Hold
1115,TSLA,2013-10-18,184.15,185.96,182.52,183.4,5930800.0,0.0,1.0,184.15,185.96,182.52,183.4,5930800.0,147.549,192.624025,71.96158182989691,Hold
1116,TSLA,2013-10-17,183.54,184.8,180.99,182.802,6705000.0,0.0,1.0,183.54,184.8,180.99,182.802,6705000.0,149.3997333333333,192.34558500000003,67.86916352300707,Hold
1117,TSLA,2013-10-16,184.9,187.3,182.09,183.56,8205400.0,0.0,1.0,184.9,187.3,182.09,183.56,8205400.0,151.28706666666668,192.070785,55.30276843792226,Hold
1118,TSLA,2013-10-15,185.28,188.789,183.18,183.94,10978500.0,0.0,1.0,185.28,188.789,183.18,183.94,10978500.0,153.4017333333333,191.824135,57.00140989489875,Hold
1119,TSLA,2013-10-14,175.0,182.5,174.15,179.72,7769600.0,0.0,1.0,175.0,182.5,174.15,179.72,7769600.0,155.3644,191.60623500000003,66.3694362571354,Hold
1120,TSLA,2013-10-11,172.75,179.288,171.2,178.7,8311100.0,0.0,1.0,172.75,179.288,171.2,178.7,8311100.0,157.27506666666665,191.35513500000002,67.9021299335827,Hold
1121,TSLA,2013-10-10,173.09,175.75,169.69,172.93,8883900.0,0.0,1.0,173.09,175.75,169.69,172.93,8883900.0,158.9694,191.09473500000001,61.932945722939806,Hold
1122,TSLA,2013-10-09,174.73,174.99,161.5,168.78,15316500.0,0.0,1.0,174.73,174.99,161.5,168.78,15316500.0,160.55839999999998,190.814535,53.824583821389275,Hold
1123,TSLA,2013-10-08,184.4,185.93,173.21,174.73,13757200.0,0.0,1.0,184.4,185.93,173.21,174.73,13757200.0,162.17973333333333,190.570335,59.779850377352254,Hold
1124,TSLA,2013-10-07,182.46,186.73,180.26,183.07,11485600.0,0.0,1.0,182.46,186.73,180.26,183.07,11485600.0,164.2294,190.367985,60.77523864622504,Hold
1125,TSLA,2013-10-04,176.4,181.18,172.65,180.98,14414000.0,0.0,1.0,176.4,181.18,172.65,180.98,14414000.0,165.74706666666668,190.160435,56.43639233222633,Hold
1126,TSLA,2013-10-03,175.045,179.69,168.0,173.31,23816500.0,0.0,1.0,175.045,179.69,168.0,173.31,23816500.0,166.9374,189.92908500000001,57.360558767503264,Hold
1127,TSLA,2013-10-02,188.59,191.83,175.4,180.95,20775400.0,0.0,1.0,188.59,191.83,175.4,180.95,20775400.0,168.3457333333333,189.731135,57.78380703437779,Hold
1128,TSLA,2013-10-01,193.96,194.23,188.37,193.0,7755900.0,0.0,1.0,193.96,194.23,188.37,193.0,7755900.0,170.18573333333333,189.59603449999997,64.27851503443642,Hold
1129,TSLA,2013-09-30,189.0,194.5,188.0,193.37,8924700.0,0.0,1.0,189.0,194.5,188.0,193.37,8924700.0,171.80813333333333,189.48588450000003,58.17132741041865,Hold
1130,TSLA,2013-09-27,187.52,191.28,186.43,190.9,5916400.0,0.0,1.0,187.52,191.28,186.43,190.9,5916400.0,173.57313333333335,189.3545845,56.43945418111264,Hold
1131,TSLA,2013-09-26,186.7,189.68,185.611,188.64,6614400.0,0.0,1.0,186.7,189.68,185.611,188.64,6614400.0,175.20206666666667,189.19988449999997,53.94532463497979,Hold
1132,TSLA,2013-09-25,183.56,186.3,180.5,185.238,8252700.0,0.0,1.0,183.56,186.3,180.5,185.238,8252700.0,176.338,188.99257450000002,50.96287943977924,Hold
1133,TSLA,2013-09-24,179.1401,184.96,177.65,182.33,6273400.0,0.0,1.0,179.1401,184.96,177.65,182.33,6273400.0,176.522,188.81357450000004,51.974580118020896,Hold
1134,TSLA,2013-09-23,184.48,185.48,177.11,181.11,8173400.0,0.0,1.0,184.48,185.48,177.11,181.11,8173400.0,176.71900000000002,188.62182449999997,51.8177704027757,Hold
1135,TSLA,2013-09-20,178.9,185.83,178.56,183.39,13401700.0,0.0,1.0,178.9,185.83,178.56,183.39,13401700.0,177.42633333333333,188.4234745,58.328025477706994,Hold
1136,TSLA,2013-09-19,170.8,180.47,169.08,177.92,15594600.0,0.0,1.0,170.8,180.47,169.08,177.92,15594600.0,178.02566666666664,188.2177245,57.1272613849033,Hold
1137,TSLA,2013-09-18,167.07,167.45,164.2,166.218,5439700.0,0.0,1.0,167.07,167.45,164.2,166.218,5439700.0,178.25893333333335,187.93551450000004,43.908861918937475,Hold
1138,TSLA,2013-09-17,165.08,168.42,163.361,166.23,5496900.0,0.0,1.0,165.08,168.42,163.361,166.23,5496900.0,178.3176,187.6204145,36.31873131418171,Hold
1139,TSLA,2013-09-16,168.0,170.85,165.85,166.58,7574900.0,0.0,1.0,168.0,170.85,165.85,166.58,7574900.0,178.44160000000002,187.3061895,37.96067152698818,Hold
1140,TSLA,2013-09-13,162.77,166.37,162.16,165.54,5401200.0,0.0,1.0,162.77,166.37,162.16,165.54,5401200.0,178.30426666666665,186.9352895,42.693797720690554,Hold
1141,TSLA,2013-09-12,164.0,166.76,160.51,164.93,6160000.0,0.0,1.0,164.0,166.76,160.51,164.93,6160000.0,178.03026666666668,186.5596395,32.64129680998616,Hold
1142,TSLA,2013-09-11,166.41,167.895,162.13,163.52,5832500.0,0.0,1.0,166.41,167.895,162.13,163.52,5832500.0,177.9976,186.1819395,8.483551149166288,Hold
1143,TSLA,2013-09-10,161.45,167.5,160.63,166.37,8967800.0,0.0,1.0,161.45,167.5,160.63,166.37,8967800.0,177.82526666666666,185.8357895,14.458719460825591,Hold
1144,TSLA,2013-09-09,163.12,164.5,158.51,160.7,14344500.0,0.0,1.0,163.12,164.5,158.51,160.7,14344500.0,177.4286,185.4548345,13.335275835275809,Hold
1145,TSLA,2013-09-06,168.57,169.7,165.15,166.97,8619700.0,0.0,1.0,168.57,169.7,165.15,166.97,8619700.0,176.88093333333333,185.1271845,26.025578616630526,Hold
1146,TSLA,2013-09-05,170.1,171.5,168.25,169.93,6685300.0,0.0,1.0,170.1,171.5,168.25,169.93,6685300.0,176.4518666666667,184.79073449999999,32.89685377189848,Hold
1147,TSLA,2013-09-04,169.77,171.62,165.56,170.622,11475700.0,0.0,1.0,169.77,171.62,165.56,170.622,11475700.0,176.02059999999997,184.4958945,36.23753996614633,Hold
1148,TSLA,2013-09-03,173.4,173.7,166.4,168.94,12061100.0,0.0,1.0,173.4,173.7,166.4,168.94,12061100.0,175.5206,184.20164450000001,35.84817898506907,Hold
1149,TSLA,2013-08-30,166.37,169.21,163.96,169.0,11028400.0,0.0,1.0,166.37,169.21,163.96,169.0,11028400.0,175.16326666666666,183.9110445,32.35568198538432,Hold
1150,TSLA,2013-08-29,164.215,167.75,162.51,166.06,9436000.0,0.0,1.0,164.215,167.75,162.51,166.06,9436000.0,174.74193333333332,183.5829945,34.49592135536503,Hold
1151,TSLA,2013-08-28,169.06,171.5,163.25,166.45,14740100.0,0.0,1.0,169.06,171.5,163.25,166.45,14740100.0,174.52593333333334,183.2921945,50.430650430650424,Hold
1152,TSLA,2013-08-27,162.3,168.8,160.9501,167.01,17566900.0,0.0,1.0,162.3,168.8,160.9501,167.01,17566900.0,174.46693333333332,183.09514450000003,51.419007422500364,Hold
1153,TSLA,2013-08-26,165.15,173.0,160.25,164.22,24171100.0,0.0,1.0,165.15,173.0,160.25,164.22,24171100.0,174.11659999999998,182.89864450000002,46.05667691485094,Hold
1154,TSLA,2013-08-23,157.0,162.3,155.0,161.839,12931900.0,0.0,1.0,157.0,162.3,155.0,161.839,12931900.0,173.4089,182.68548950000002,44.081241004317945,Hold
1155,TSLA,2013-08-22,149.22,157.48,148.14,157.1,10592400.0,0.0,1.0,149.22,157.48,148.14,157.1,10592400.0,172.61290000000002,182.45948950000002,38.93880318698084,Hold
1156,TSLA,2013-08-21,150.0,150.3091,146.25,147.86,6266300.0,0.0,1.0,150.0,150.3091,146.25,147.86,6266300.0,171.76456666666667,182.1722395,31.885063853414778,Hold
1157,TSLA,2013-08-20,148.65,149.78,147.0,149.58,6418200.0,0.0,1.0,148.65,149.78,147.0,149.58,6418200.0,170.7189,181.87928450000004,30.05654012448332,Hold
1158,TSLA,2013-08-19,143.4269,147.38,142.83,144.9,8037700.0,0.0,1.0,143.4269,147.38,142.83,144.9,8037700.0,169.1155666666667,181.56928449999998,30.780459322693673,Hold
1159,TSLA,2013-08-16,141.63,143.907,140.97,142.0,7108100.0,0.0,1.0,141.63,143.907,140.97,142.0,7108100.0,167.40323333333336,181.2593345,16.913128743308434,Hold
1160,TSLA,2013-08-15,136.4301,143.5999,135.0,139.67,10179200.0,0.0,1.0,136.4301,143.5999,135.0,139.67,10179200.0,165.69556666666668,180.93298450000003,9.22272531263475,Hold
1161,TSLA,2013-08-14,142.72,144.8399,138.05,139.36,11693800.0,0.0,1.0,142.72,144.8399,138.05,139.36,11693800.0,164.05290000000002,180.60628449999996,7.434235608082332,Hold
1162,TSLA,2013-08-13,149.5,149.84,144.45,145.43,8748900.0,0.0,1.0,149.5,149.84,144.45,145.43,8748900.0,162.7259666666667,180.29458449999998,21.405983945512034,Hold
1163,TSLA,2013-08-12,149.43,150.5,142.05,147.38,14912200.0,0.0,1.0,149.43,150.5,142.05,147.38,14912200.0,161.56096666666664,179.9802845,24.86046511627903,Hold
1164,TSLA,2013-08-09,152.4,155.95,151.25,153.0,8927700.0,0.0,1.0,152.4,155.95,151.25,153.0,8927700.0,160.62396666666663,179.6940845,35.704903677758296,Hold
1165,TSLA,2013-08-08,154.355,158.88,150.46,153.48,27246800.0,0.0,1.0,154.355,158.88,150.46,153.48,27246800.0,159.62696666666668,179.40368449999997,35.83133056587283,Hold
1166,TSLA,2013-08-07,141.89,141.95,132.36,134.23,18212200.0,0.0,1.0,141.89,141.95,132.36,134.23,18212200.0,158.1706333333333,179.03833450000002,24.573378839590433,Hold
1167,TSLA,2013-08-06,144.75,145.73,141.1,142.15,9254500.0,0.0,1.0,144.75,145.73,141.1,142.15,9254500.0,157.36836666666667,178.7246845,34.1428366144561,Hold
1168,TSLA,2013-08-05,140.01,144.89,139.65,144.68,10200700.0,0.0,1.0,140.01,144.89,139.65,144.68,10200700.0,156.65003333333334,178.4508345,37.69770142961613,Hold
1169,TSLA,2013-08-02,134.59,138.25,133.61,138.0,6269900.0,0.0,1.0,134.59,138.25,133.61,138.0,6269900.0,155.69736666666668,178.1643345,36.67689732142858,Hold
1170,TSLA,2013-08-01,135.0,136.52,132.631,135.55,5323600.0,0.0,1.0,135.0,136.52,132.631,135.55,5323600.0,154.6977,177.8616345,40.514717213746344,Hold
1171,TSLA,2013-07-31,132.57,134.975,131.45,134.28,6351700.0,0.0,1.0,132.57,134.975,131.45,134.28,6351700.0,153.67603333333332,177.57523449999997,38.128491620111724,Hold
1172,TSLA,2013-07-30,134.8,137.49,128.18,131.74,13127000.0,0.0,1.0,134.8,137.49,128.18,131.74,13127000.0,152.6167,177.2909845,39.43820224719101,Hold
1173,TSLA,2013-07-29,129.32,135.37,128.25,134.62,9678900.0,0.0,1.0,129.32,135.37,128.25,134.62,9678900.0,151.55836666666667,177.01098449999998,44.075144508670526,Hold
1174,TSLA,2013-07-26,128.14,130.68,126.61,129.39,9633100.0,0.0,1.0,128.14,130.68,126.61,129.39,9633100.0,150.51470000000003,176.7071345,42.11414544338754,Hold
1175,TSLA,2013-07-25,120.4,124.75,120.19,124.07,5284300.0,0.0,1.0,120.4,124.75,120.19,124.07,5284300.0,149.0847,176.40413449999997,39.10813506197463,Hold
1176,TSLA,2013-07-24,124.47,124.5,119.56,121.7,6869000.0,0.0,1.0,124.47,124.5,119.56,121.7,6869000.0,147.4770333333333,176.1013345,32.15521130997142,Hold
1177,TSLA,2013-07-23,124.0,125.56,121.82,122.74,7736400.0,0.0,1.0,124.0,125.56,121.82,122.74,7736400.0,145.88096666666667,175.8220845,31.213784690454403,Hold
1178,TSLA,2013-07-22,119.89,126.68,119.88,122.43,9797800.0,0.0,1.0,119.89,126.68,119.88,122.43,9797800.0,144.33063333333334,175.4274845,24.639123942259815,Hold
1179,TSLA,2013-07-19,118.5,120.55,116.51,119.68,5890300.0,0.0,1.0,118.5,120.55,116.51,119.68,5890300.0,142.68663333333333,174.9894845,22.97729453149985,Hold
1180,TSLA,2013-07-18,120.97,122.73,116.18,119.03,11398100.0,0.0,1.0,120.97,122.73,116.18,119.03,11398100.0,141.1189666666667,174.50158449999998,32.703686845698684,Hold
1181,TSLA,2013-07-17,106.52,121.62,104.5,120.25,26029000.0,0.0,1.0,106.52,121.62,104.5,120.25,26029000.0,139.57896666666667,174.04828449999997,20.596133190118138,Hold
1182,TSLA,2013-07-16,126.28,126.32,107.3,109.05,32371900.0,0.0,1.0,126.28,126.32,107.3,109.05,32371900.0,137.64696666666666,173.55488450000001,11.195817904595927,Hold
1183,TSLA,2013-07-15,133.03,133.259,126.82,127.26,9922400.0,0.0,1.0,133.03,133.259,126.82,127.26,9922400.0,136.41496666666666,173.15173450000003,40.651114206128135,Hold
1184,TSLA,2013-07-12,125.5,129.94,124.51,129.9,11344000.0,0.0,1.0,125.5,129.94,124.51,129.9,11344000.0,135.35033333333334,172.7666345,45.09803921568626,Hold
1185,TSLA,2013-07-11,124.88,126.09,122.35,125.61,7483600.0,0.0,1.0,124.88,126.09,122.35,125.61,7483600.0,134.30066666666667,172.4021345,42.85243198680956,Hold
1186,TSLA,2013-07-10,123.19,123.25,120.79,122.27,5600100.0,0.0,1.0,123.19,123.25,120.79,122.27,5600100.0,133.44766666666666,172.01423450000001,42.294548413344174,Hold
1187,TSLA,2013-07-09,124.64,125.32,121.91,123.45,8603300.0,0.0,1.0,124.64,125.32,121.91,123.45,8603300.0,132.57666666666668,171.5921845,40.65271966527197,Hold
1188,TSLA,2013-07-08,121.37,122.1799,118.82,121.61,7814200.0,0.0,1.0,121.37,122.1799,118.82,121.61,7814200.0,131.80033333333333,171.1602845,43.09794180269696,Hold
1189,TSLA,2013-07-05,118.32,120.28,115.7,120.09,6818700.0,0.0,1.0,118.32,120.28,115.7,120.09,6818700.0,131.07000000000002,170.6675345,46.21385083713852,Hold
1190,TSLA,2013-07-03,118.0,119.25,114.27,115.24,4806700.0,0.0,1.0,118.0,119.25,114.27,115.24,4806700.0,130.25566666666666,170.2218345,44.13154069767442,Hold
1191,TSLA,2013-07-02,118.255,121.89,115.5,117.82,12064100.0,0.0,1.0,118.255,121.89,115.5,117.82,12064100.0,129.53766666666667,169.8203345,45.65217391304348,Hold
1192,TSLA,2013-07-01,109.36,117.77,109.15,117.179,10903600.0,0.0,1.0,109.36,117.77,109.15,117.179,10903600.0,128.59596666666667,169.41067949999996,45.38665635817328,Hold
1193,TSLA,2013-06-28,108.57,109.44,106.71,107.36,5748600.0,0.0,1.0,108.57,109.44,106.71,107.36,5748600.0,127.26196666666667,168.9779295,40.371991247264766,Hold
1194,TSLA,2013-06-27,106.75,110.25,106.132,109.25,8744900.0,0.0,1.0,106.75,110.25,106.132,109.25,8744900.0,125.80363333333334,168.53372949999996,42.50229990800368,Hold
1195,TSLA,2013-06-26,103.8,105.8699,102.66,105.72,6602600.0,0.0,1.0,103.8,105.8699,102.66,105.72,6602600.0,124.21163333333334,168.04342949999997,39.24181845105879,Hold
1196,TSLA,2013-06-25,103.1,104.2,100.55,102.4,5848700.0,0.0,1.0,103.1,104.2,100.55,102.4,5848700.0,123.15063333333333,167.5344795,44.425817267393136,Hold
1197,TSLA,2013-06-24,96.5,102.87,95.3,101.49,7119800.0,0.0,1.0,96.5,102.87,95.3,101.49,7119800.0,121.7953,166.9572795,19.574970484061396,Hold
1198,TSLA,2013-06-21,103.7,103.7,97.5,99.55,11718600.0,0.0,1.0,103.7,103.7,97.5,99.55,11718600.0,120.29096666666668,166.37772950000002,13.5654261704682,Hold
1199,TSLA,2013-06-20,104.65,107.13,99.45,100.65,10106500.0,0.0,1.0,104.65,107.13,99.45,100.65,10106500.0,119.04596666666666,165.8433795,17.550702028081147,Hold
1200,TSLA,2013-06-19,102.06,106.67,102.01,104.68,8578900.0,0.0,1.0,102.06,106.67,102.01,104.68,8578900.0,118.01696666666666,165.30565450000003,27.535121328224804,Hold
1201,TSLA,2013-06-18,101.75,103.98,99.2,103.39,8795300.0,0.0,1.0,101.75,103.98,99.2,103.39,8795300.0,116.9873,164.6956045,24.45236882322976,Hold
1202,TSLA,2013-06-17,103.6,104.75,101.2,102.2,7066200.0,0.0,1.0,103.6,104.75,101.2,102.2,7066200.0,116.00263333333332,164.0551545,24.86402486402487,Hold
1203,TSLA,2013-06-14,100.0,102.52,99.33,100.3,6564700.0,0.0,1.0,100.0,102.52,99.33,100.3,6564700.0,114.85863333333333,163.4718045,24.62169787124904,Hold
1204,TSLA,2013-06-13,99.0,99.28,95.1201,98.18,5961600.0,0.0,1.0,99.0,99.28,95.1201,98.18,5961600.0,113.8183,162.9204545,26.47545504688364,Hold
1205,TSLA,2013-06-12,96.8,100.48,95.75,97.73,9192700.0,0.0,1.0,96.8,100.48,95.75,97.73,9192700.0,112.9403,162.3472545,20.568414884266062,Hold
1206,TSLA,2013-06-11,98.18,98.68,94.05,94.47,7394000.0,0.0,1.0,98.18,98.68,94.05,94.47,7394000.0,112.03263333333334,161.7830045,19.10256061389427,Hold
1207,TSLA,2013-06-10,98.93,102.52,98.57,100.05,9228600.0,0.0,1.0,98.93,102.52,98.57,100.05,9228600.0,111.27629999999999,161.21845449999998,38.757305444478625,Hold
1208,TSLA,2013-06-07,98.0,102.9,96.7,102.04,10711600.0,0.0,1.0,98.0,102.9,96.7,102.04,10711600.0,110.59663333333333,160.6264545,38.94510886231219,Hold
1209,TSLA,2013-06-06,95.25,99.27,95.11,97.35,9510900.0,0.0,1.0,95.25,99.27,95.11,97.35,9510900.0,109.85230000000001,160.01235450000001,37.607343796268886,Hold
1210,TSLA,2013-06-05,93.66,97.9699,89.11,95.37,12224800.0,0.0,1.0,93.66,97.9699,89.11,95.37,12224800.0,109.06363333333334,159.3447545,39.16127042861549,Hold
1211,TSLA,2013-06-04,92.75,96.42,92.4001,94.84,8856100.0,0.0,1.0,92.75,96.42,92.4001,94.84,8856100.0,108.21663333333335,158.6444045,39.62558502340095,Hold
1212,TSLA,2013-06-03,97.62,97.62,88.25,92.59,19139600.0,0.0,1.0,97.62,97.62,88.25,92.59,19139600.0,107.66796666666666,157.9281545,39.24598269468482,Hold
1213,TSLA,2013-05-31,106.26,106.44,97.73,97.76,15172000.0,0.0,1.0,106.26,106.44,97.73,97.76,15172000.0,106.68463333333334,157.2167545,46.033488882788916,Hold
1214,TSLA,2013-05-30,102.46,109.54,101.2,104.95,16133700.0,0.0,1.0,102.46,109.54,101.2,104.95,16133700.0,105.85296666666666,156.5716045,50.34099520080829,Hold
1215,TSLA,2013-05-29,113.55,114.9,99.0,104.629,25099500.0,0.0,1.0,113.55,114.9,99.0,104.629,25099500.0,105.1536,155.93989950000002,51.60404961031564,Hold
1216,TSLA,2013-05-28,101.55,110.75,100.3,110.334,19691900.0,0.0,1.0,101.55,110.75,100.3,110.334,19691900.0,104.75573333333334,155.3026195,59.42831973293768,Hold
1217,TSLA,2013-05-24,92.6,97.95,92.0,97.08,16124200.0,0.0,1.0,92.6,97.95,92.0,97.08,16124200.0,103.87673333333333,154.5805695,47.04532941824188,Hold
1218,TSLA,2013-05-23,84.805,93.01,83.05,92.73,12022200.0,0.0,1.0,84.805,93.01,83.05,92.73,12022200.0,102.91406666666667,153.87216949999998,45.19569816643159,Hold
1219,TSLA,2013-05-22,86.37,90.96,85.5,87.24,8568000.0,0.0,1.0,86.37,90.96,85.5,87.24,8568000.0,101.81906666666666,153.1141695,41.50744818652849,Hold
1220,TSLA,2013-05-21,88.5,89.99,85.2801,87.59,8998200.0,0.0,1.0,88.5,89.99,85.2801,87.59,8998200.0,100.8974,152.3210695,44.15463041631266,Hold
1221,TSLA,2013-05-20,91.12,92.5,88.63,89.94,8348400.0,0.0,1.0,91.12,92.5,88.63,89.94,8348400.0,99.96806666666666,151.5060695,40.91154261057174,Hold
1222,TSLA,2013-05-17,92.5,94.4399,87.5,91.5,19002200.0,0.0,1.0,92.5,94.4399,87.5,91.5,19002200.0,99.11210000000001,150.7002695,40.45116868998006,Hold
1223,TSLA,2013-05-16,94.7,95.0,88.66,92.248,21614000.0,0.0,1.0,94.7,95.0,88.66,92.248,21614000.0,98.60836666666667,149.8873095,45.02224477052764,Hold
1224,TSLA,2013-05-15,81.8,86.88,78.11,84.842,16878700.0,0.0,1.0,81.8,86.88,78.11,84.842,16878700.0,97.79476666666667,149.0587195,40.71179023891026,Hold
